id,LEI,Entity.LegalName,Entity.LegalName.xmllang,Entity.OtherEntityNames.OtherEntityName.1,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.RegistrationAuthority.RegistrationAuthorityID,Entity.RegistrationAuthority.OtherRegistrationAuthorityID,Entity.RegistrationAuthority.RegistrationAuthorityEntityID,Entity.LegalJurisdiction,Entity.EntityStatus,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ValidationSources,Registration.ValidationAuthority.ValidationAuthorityID,Registration.ValidationAuthority.ValidationAuthorityEntityID
477,984500487AFDBFCLBF88,CASHLEY CATERING LTD,,,GB-ANS,GB,DD5 1HY,GB-ANS,GB,DD5 1HY,RA000587,,SC570932,GB,ACTIVE,ISSUED,2020-11-11T00:00:00+00:00,FULLY_CORROBORATED,RA000587,SC570932
478,335800EKB97PPHLR4815,KAUVERY HOSPITALS (BENGALURU) PRIVATE LIMITED,en,,IN-KA,IN,560100,IN-KA,IN,560100,RA000394,,U85110KA2020PTC132268,IN,ACTIVE,ISSUED,2021-10-09T10:29:04+00:00,FULLY_CORROBORATED,RA000394,U85110KA2020PTC132268
479,335800S2RVZJO1JHR667,KWANG JIN INDIA AUTOSYSTEMS PRIVATE LIMITED,en,,IN-TN,IN,602106,IN-TN,IN,602106,RA000394,,U74899TN2006PTC076671,IN,ACTIVE,ISSUED,2021-10-09T10:28:49+00:00,FULLY_CORROBORATED,RA000394,U74899TN2006PTC076671
480,984500697E64D4AE8E64,IL FIOR FIORE SRL,,,IT-MI,IT,20098,IT-MI,IT,20098,RA000407,,9204860150,IT,ACTIVE,ISSUED,2021-10-09T10:27:53+00:00,FULLY_CORROBORATED,RA000407,9204860150
481,81560083B16D306AB939,GIA GUAR DI GUARDIGLI ALESSANDRA E STEFANIA S.N.C.,,,IT-FC,IT,47121,IT-FC,IT,47121,RA000407,,4509730406,IT,ACTIVE,ISSUED,2021-10-09T10:27:05+00:00,FULLY_CORROBORATED,RA000407,4509730406
482,98450091BF0AE4F43D57,F.LLI PLACIDO S.N.C. DI PLACIDO SALVATORE E ANTONIO,,,IT-KR,IT,88842,IT-KR,IT,88842,RA000407,,3306520796,IT,ACTIVE,ISSUED,2021-10-09T10:26:30+00:00,FULLY_CORROBORATED,RA000407,3306520796
483,9845008C1FD0842E7G45,ALSTOM T&D INDIA LIMITED EMPLOYEES PROVIDENT FUND,,,IN-WB,IN,700156,IN-WB,IN,700156,RA888888,Income Tax Department,N/A,IN,ACTIVE,ISSUED,2021-10-09T10:24:59+00:00,FULLY_CORROBORATED,RA888888,N/A
484,259400GPGTWOICHG5Y96,Gmina Miasto Boguszów - Gorce,PL,,PL-02,PL,58-370,PL-02,PL,58-370,RA000654,,890718188,PL,ACTIVE,ISSUED,2021-10-09T10:19:58+00:00,FULLY_CORROBORATED,RA000654,890718188
485,259400JGFOAGYTZ6ED65,SA GAINFORD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,,PL-14,PL,00-073,PL-14,PL,00-073,RA000484,,823782,PL,ACTIVE,ISSUED,2021-10-09T10:19:56+00:00,FULLY_CORROBORATED,RA000484,823782
486,259400BR2PB9U501FF04,LCP TREDIA INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,,PL-14,PL,00-073,PL-14,PL,00-073,RA000484,,255189,PL,ACTIVE,ISSUED,2021-10-09T10:19:49+00:00,FULLY_CORROBORATED,RA000484,255189
487,259400CV9EC4P3S9VP15,Bank Spółdzielczy Ziemi Kaliskiej,PL,,PL-30,PL,62-840,PL-30,PL,62-840,RA000484,,84015,PL,ACTIVE,ISSUED,2021-10-09T10:19:46+00:00,FULLY_CORROBORATED,RA000484,84015
488,984500B8442LEC908C96,Arne Laursen Holding ApS,,,,DK,8420,,DK,8420,RA000170,,39970775,DK,ACTIVE,ISSUED,2021-10-09T10:18:32+00:00,FULLY_CORROBORATED,RA000170,39970775
489,984500R3F9601BE5D034,CLAUS LIND INVEST ApS,,,,DK,8930,,DK,8930,RA000170,,10079926,DK,ACTIVE,ISSUED,2021-10-09T10:19:08+00:00,FULLY_CORROBORATED,RA000170,10079926
490,959800ZG06KL74S1EM39,PRICE ACTION MARKET COMPANY SL,,,,ES,29004,,ES,29004,RA000533,,MA-157273-8,ES,ACTIVE,ISSUED,2021-10-09T10:15:12+00:00,FULLY_CORROBORATED,RA000533,MA-157273-8
491,959800M0HM7BGAZDUU97,AGROANGO SL,,,,ES,4640,,ES,4640,RA000533,,AL-35684-8,ES,ACTIVE,ISSUED,2021-10-09T10:15:12+00:00,FULLY_CORROBORATED,RA000533,AL-35684-8
492,95980060A4KZVCDG4283,"CLINICA LAS PALMERAS, SL",,,,ES,35130,,ES,35130,RA000533,,GC-41327-8,ES,ACTIVE,ISSUED,2021-10-09T10:15:09+00:00,FULLY_CORROBORATED,RA000533,GC-41327-8
493,959800H7KQQ5HYSPKG42,PROMOCIONES EIMPRO MOJONERA. S.L.,,,,ES,4700,,ES,4700,RA000533,,AL-23882-8,ES,ACTIVE,ISSUED,2021-10-09T10:15:08+00:00,FULLY_CORROBORATED,RA000533,AL-23882-8
494,8156008C548E0DD59C98,TRUST TWIST,,,IT-PR,IT,43121,IT-PR,IT,43121,RA999999,,,IT,ACTIVE,ISSUED,2021-10-09T10:11:17+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
495,3003003IQGE85PVQT589,中国华能集团香港财资管理有限公司,zh,China Huaneng Group Treasury Management (Hong Kong) Limited,CN-HK,CN,999077,CN-HK,CN,999077,RA000388,,2652576,HK,ACTIVE,ISSUED,2021-10-09T10:10:25+00:00,FULLY_CORROBORATED,RA000388,2652576
496,9845006671D64F6B9A29,HIRTSHALS EJENDOMSSELSKAB ApS,,,,DK,9850,,DK,9850,RA000170,,33509529,DK,ACTIVE,ISSUED,2021-10-09T10:09:03+00:00,FULLY_CORROBORATED,RA000170,33509529
497,8156002467FDFBB84608,XXI MAGGIO S.R.L.,,,IT-VR,IT,37121,IT-VR,IT,37121,RA000407,,4038840239,IT,ACTIVE,ISSUED,2021-10-09T10:07:00+00:00,FULLY_CORROBORATED,RA000407,4038840239
498,815600AE60831217C750,PIZZI INSTRUMENTS S.R.L.,,,IT-FI,IT,50012,IT-FI,IT,50012,RA000407,,5974040486,IT,ACTIVE,ISSUED,2021-10-09T10:04:05+00:00,FULLY_CORROBORATED,RA000407,5974040486
499,98450036A9C8CECB5E48,TAKSHILA EDUCATIONAL SOCIETY,,,IN-DL,IN,110024,IN-DL,IN,110024,RA888888,Income Tax Department,AABAT9904A,IN,ACTIVE,ISSUED,2021-10-09T10:03:31+00:00,PARTIALLY_CORROBORATED,RA888888,AABAT9904A
500,699400RH1QS3FTE0BI71,Smartfin Capital II,nl,,BE-BRU,BE,1040,BE-BRU,BE,1040,RA000025,,737910771,BE,ACTIVE,ISSUED,2021-10-09T10:02:36+00:00,FULLY_CORROBORATED,RA000025,737910771
501,52990042M5ZOS9JOTI35,BVT Zweitmarkt Büro II GmbH & Co. Geschlossene Investment KG,,,DE-BY,DE,93073,DE-BY,DE,93073,RA000325,,HRA 9896,DE,ACTIVE,ISSUED,2021-10-09T10:01:04+00:00,FULLY_CORROBORATED,RA000325,HRA 9896
502,984500DA3G81CA4B7A95,BØRGE HJALAGER ApS,,,,DK,9574,,DK,9574,RA000170,,16695386,DK,ACTIVE,ISSUED,2021-10-09T10:00:01+00:00,FULLY_CORROBORATED,RA000170,16695386
503,529900TJYAF08VX6LR89,BVT Zweitmarkt Handel II GmbH & Co. Geschlossene Investment KG,,,DE-BY,DE,93073,DE-BY,DE,93073,RA000325,,HRA 9895,DE,ACTIVE,ISSUED,2021-10-09T09:59:45+00:00,FULLY_CORROBORATED,RA000325,HRA 9895
504,529900SZLYHJOMUNRP38,Höllermeier Schaller & Partner Steuerberatung GmbH,,,AT-5,AT,5020,AT-5,AT,5020,RA000017,,251617a,AT,ACTIVE,ISSUED,2021-10-09T09:59:26+00:00,FULLY_CORROBORATED,RA000017,
505,9845000CBTB9605E6A35,AKTUELL ØKONOMI AS,,,,NO,5009,,NO,5009,RA000472,,913 239 555,NO,ACTIVE,ISSUED,2021-10-09T09:59:20+00:00,FULLY_CORROBORATED,RA000472,913 239 555
506,815600565BD51B76CC36,EXATRADE SOCIETA' A RESPONSABILITA' LIMITATA O IN FORMA ABBREVIATA EXATRADE S.R.L.,,,IT-PV,IT,27058,IT-PV,IT,27058,RA000407,,2810730180,IT,ACTIVE,ISSUED,2021-10-09T09:58:39+00:00,FULLY_CORROBORATED,RA000407,2810730180
507,815600629B8D81509676,GI.MA PONTEGGI SRL,,,IT-LU,IT,55049,IT-LU,IT,55049,RA000407,,1892420462,IT,ACTIVE,ISSUED,2021-10-09T09:53:23+00:00,FULLY_CORROBORATED,RA000407,1892420462
508,815600D78F26B0CE2655,CRUNA S.R.L.,,,IT-VI,IT,36100,IT-VI,IT,36100,RA000407,,3621630247,IT,ACTIVE,ISSUED,2021-10-09T09:51:24+00:00,FULLY_CORROBORATED,RA000407,3621630247
509,9845004DF5F2E49E3P95,BRIDIX HOLDING ApS,,,,DK,6100,,DK,6100,RA000170,,33051549,DK,ACTIVE,ISSUED,2021-10-09T09:44:53+00:00,FULLY_CORROBORATED,RA000170,33051549
510,815600F05A3ECBCB4F08,EXTRIS S.R.L.,,,IT-MI,IT,20123,IT-MI,IT,20123,RA000407,,3124670138,IT,ACTIVE,ISSUED,2021-10-09T09:34:43+00:00,FULLY_CORROBORATED,RA000407,3124670138
511,335800I8HYCKK5TVQV25,THE NADIAD PEOPLES CO OP BANK LTD,en,,IN-GJ,IN,387001,IN-GJ,IN,387001,RA000754,,24AAAAT1147L1ZK,IN,ACTIVE,ISSUED,2021-10-09T09:31:17+00:00,FULLY_CORROBORATED,RA000754,24AAAAT1147L1ZK
512,98450013FFAD38DA0963,DOCTEURS VLASE-HORHOCICA,,,,BE,7534,,BE,7534,RA000025,,0728.816.923,BE,ACTIVE,ISSUED,2021-10-09T09:33:47+00:00,FULLY_CORROBORATED,RA000025,0728.816.923
513,984500CDFR1A4A68J310,HEKA HOLDING AS,,,,NO,1364,,NO,1364,RA000472,,994 966 502,NO,ACTIVE,ISSUED,2021-10-09T09:21:54+00:00,FULLY_CORROBORATED,RA000472,994 966 502
514,391200P75ENTHB40QJ26,Hartner Aggregate und Industrietechnik GmbH,,,AT-4,AT,4655,AT-4,AT,4655,RA000017,,532206 g,AT,ACTIVE,ISSUED,2021-10-09T09:21:33+00:00,FULLY_CORROBORATED,RA000017,532206 g
515,984500A967CEA6A3B465,Sesson AB,,,,SE,135 53,,SE,135 53,RA000544,,556296-3511,SE,ACTIVE,ISSUED,2021-10-09T09:19:30+00:00,FULLY_CORROBORATED,RA000544,556296-3511
516,8156000C5DC30C5EE907,INDUSTRIE TESTI S.P.A.,,,IT-FI,IT,50053,IT-FI,IT,50053,RA000407,,5987630489,IT,ACTIVE,ISSUED,2021-10-09T09:18:27+00:00,FULLY_CORROBORATED,RA000407,5987630489
517,815600DC64FCF81BCA04,PIZZARANDOM SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,,,IT-MI,IT,20027,IT-MI,IT,20027,RA000407,,8822520964,IT,ACTIVE,ISSUED,2021-10-09T09:18:15+00:00,FULLY_CORROBORATED,RA000407,8822520964
518,984500085CU895B4DA45,SAR COATINGS LLP,,,IN-HR,IN,122001,IN-HR,IN,122001,RA000394,,AAF-6354,IN,ACTIVE,ISSUED,2021-10-09T09:18:13+00:00,FULLY_CORROBORATED,RA000394,AAF-6354
519,529900FINDFMR2M5QE33,BALOGH-FARM TÉPE Mezőgazdasági Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,,,HU-HB,HU,4132,HU-HB,HU,4132,RA000391,,09-09-007891,HU,ACTIVE,ISSUED,2021-10-09T09:16:38+00:00,FULLY_CORROBORATED,RA000391,09-09-007891
520,959800YJJ9NNLSX2E920,CASH BRICO CANARIAS SL,,,,ES,38007,,ES,38007,RA000533,,TF-20018-8,ES,ACTIVE,ISSUED,2021-10-09T09:16:13+00:00,FULLY_CORROBORATED,RA000533,TF-20018-8
521,9598007EDYH3RKBXXA31,HOTENBA SL,,,,ES,38007,,ES,38007,RA000533,,TF-16104-8,ES,ACTIVE,ISSUED,2021-10-09T09:16:12+00:00,FULLY_CORROBORATED,RA000533,TF-16104-8
522,959800ADUJ9ZQ6RHY769,MILLA BIDER S.R.L,,,,ES,20008,,ES,20008,RA000533,,SS-17907-8,ES,ACTIVE,ISSUED,2021-10-09T09:16:09+00:00,FULLY_CORROBORATED,RA000533,SS-17907-8
523,9598003NK7ZZ93BPZX39,GESTIONES INVERSION Y CONSULTORIA DEL NORTE SL,,,,ES,33010,,ES,33010,RA000533,,O-44932-8,ES,ACTIVE,ISSUED,2021-10-09T09:16:00+00:00,FULLY_CORROBORATED,RA000533,O-44932-8
524,9598000K2S1C948SDR63,OYAGUE SL,,,,ES,33400,,ES,33400,RA000533,,O-9031-8,ES,ACTIVE,ISSUED,2021-10-09T09:15:59+00:00,FULLY_CORROBORATED,RA000533,O-9031-8
525,959800HC54HD6WB6KB54,"INVERSIONES SHEVET SPINOZA, S.L.",,,,ES,33690,,ES,33690,RA000533,,O-56799-8,ES,ACTIVE,ISSUED,2021-10-09T09:15:58+00:00,FULLY_CORROBORATED,RA000533,O-56799-8
526,984500C66SCFD8Y11F52,SITL s.r.o.,,,,CZ,193 00,,CZ,193 00,RA000163,,272 40 444,CZ,ACTIVE,ISSUED,2021-10-09T09:14:28+00:00,FULLY_CORROBORATED,RA000163,272 40 444
527,815600A32925A8EED427,AUTORICAMBI ETRURIA SOCIETA' A RESPONSABILITA' LIMITATA,,,IT-PI,IT,56029,IT-PI,IT,56029,RA000407,,1884090505,IT,ACTIVE,ISSUED,2021-10-09T09:08:17+00:00,FULLY_CORROBORATED,RA000407,1884090505
528,984500E8FL13675ED166,LIQ RESIDUALS PRIVATE LIMITED,,,IN-HR,IN,122002,IN-HR,IN,122002,RA000394,,U67190HR2015PTC055803,IN,ACTIVE,ISSUED,2021-10-09T09:04:49+00:00,FULLY_CORROBORATED,RA000394,U67190HR2015PTC055803
529,98450075DD63D49BCN55,J.K.SONS ENGINEERS PRIVATE LIMITED,,,,IN,700020,,IN,495006,RA000394,,U51109WB1996PTC081235,IN,ACTIVE,ISSUED,2021-10-09T08:49:46+00:00,PARTIALLY_CORROBORATED,RA000394,U51109WB1996PTC081235
530,8156009E8D6AC4C64B06,CONSORZIO LOGICA,,,IT-MI,IT,20121,IT-MI,IT,20121,RA000407,,3963100403,IT,ACTIVE,ISSUED,2021-10-09T08:47:04+00:00,FULLY_CORROBORATED,RA000407,3963100403
531,984500AUC95FTC142942,RAUDPAPP OÜ,,,,EE,45108,,EE,45108,RA000181,,12562447,EE,ACTIVE,ISSUED,2021-10-09T08:45:48+00:00,FULLY_CORROBORATED,RA000181,12562447
532,529900EOFDDGK6IRZV31,Hörhager Isolier Gesellschaft m.b.H.,,,AT-7,AT,6382,AT-7,AT,6382,RA000017,,44620v,AT,ACTIVE,ISSUED,2021-10-09T08:44:13+00:00,FULLY_CORROBORATED,RA000017,
533,815600EAD1AB53505289,PROTOAUTOMATION S.R.L.,,,IT-MO,IT,41124,IT-MO,IT,41124,RA000407,,3632010363,IT,ACTIVE,ISSUED,2021-10-09T08:34:37+00:00,FULLY_CORROBORATED,RA000407,3632010363
534,98450002BP57F4BC7E89,Marie Harboes Legat,,,,DK,2870,,DK,2870,RA000170,,37780774,DK,ACTIVE,ISSUED,2021-10-09T08:39:21+00:00,FULLY_CORROBORATED,RA000170,37780774
535,98450052883714DB7B65,FORMATIC AS,,,,NO,1409,,NO,1409,RA000472,,933 966 585,NO,ACTIVE,ISSUED,2021-10-09T08:31:31+00:00,FULLY_CORROBORATED,RA000472,933 966 585
536,335800YHI47Y7R1BQC21,MANIPUR RURAL BANK,en,,IN-MN,IN,795001,IN-MN,IN,795001,RA000754,,14AAAAM3427C1Z8,IN,ACTIVE,ISSUED,2021-10-09T08:26:50+00:00,FULLY_CORROBORATED,RA000754,14AAAAM3427C1Z8
537,3358009SDJULCE98OE70,NAINITAL DISTRICT CO OPERATIVE BANK LTD,en,,IN-UT,IN,263139,IN-UT,IN,263139,RA000754,,05AAAAN1154F1Z4,IN,ACTIVE,ISSUED,2021-10-09T08:26:32+00:00,FULLY_CORROBORATED,RA000754,05AAAAN1154F1Z4
538,529900K20LZ6BR42Y469,Ing. Helmut Frana GmbH,,,AT-9,AT,1110,AT-9,AT,1110,RA000017,,540456p,AT,ACTIVE,ISSUED,2021-10-09T08:26:31+00:00,FULLY_CORROBORATED,RA000017,
539,984500D55D59EC99C314,APPENNINO SERVIZI SOCIETA' COOPERATIVA,,,IT-MO,IT,41059,IT-MO,IT,41059,RA000407,,3386730364,IT,ACTIVE,ISSUED,2021-10-09T08:26:06+00:00,FULLY_CORROBORATED,RA000407,3386730364
540,984500X58FJ02DA05575,BHAVIN INDUSTRIES INDIA PRIVATE LIMITED,,,IN-GJ,IN,382445,IN-GJ,IN,382445,RA000394,,U24299GJ2020PTC113062,IN,ACTIVE,ISSUED,2021-10-09T08:24:48+00:00,FULLY_CORROBORATED,RA000394,U24299GJ2020PTC113062
541,335800OUZ37NZ6B1NS88,KOTTAYAM CO-OPERATIVE URBAN BANK LTD,en,,IN-KL,IN,686001,IN-KL,IN,686001,RA000754,,32AAAAK3509P1ZM,IN,ACTIVE,ISSUED,2021-10-09T08:17:37+00:00,FULLY_CORROBORATED,RA000754,32AAAAK3509P1ZM
542,984500A0CDBA8G41EB94,ASSOCIAZIONE BRESCIANA AMMINISTRATORI BENI IMMOBILI,,,IT-BS,IT,25124,IT-BS,IT,25124,RA000407,,3704150980,IT,ACTIVE,ISSUED,2021-10-09T08:17:33+00:00,FULLY_CORROBORATED,RA000407,3704150980
543,9845009864D047042A81,MAGHAN PAPER MILLS PVT LTD,,,,IN,148001,,IN,148001,RA000394,,U21012PB1974PTC003493,IN,ACTIVE,ISSUED,2021-10-09T08:17:16+00:00,FULLY_CORROBORATED,RA000394,U21012PB1974PTC003493
544,335800UQLOA884VYV215,AVARY TECHNOLOGY (INDIA) PRIVATE LIMITED,en,,IN-TN,IN,602107,IN-TN,IN,602107,RA000394,,U32309TN2019FTC129965,IN,ACTIVE,ISSUED,2021-10-09T08:16:31+00:00,FULLY_CORROBORATED,RA000394,U32309TN2019FTC129965
545,9845002E377755B7BC66,NEW UNICON INFRAVENTURES LLP,,,,IN,411004,,IN,411004,RA000394,,AAM-3583,IN,ACTIVE,ISSUED,2021-10-09T08:16:02+00:00,FULLY_CORROBORATED,RA000394,AAM-3583
546,8156004974CEE2CD9659,IDROTERMO S.R.L.S.,,,IT-EN,IT,94018,IT-EN,IT,94018,RA000407,,1204070864,IT,ACTIVE,ISSUED,2021-10-09T08:15:57+00:00,FULLY_CORROBORATED,RA000407,1204070864
547,959800R2DBKGF7L96G72,"INNOVARIS, S.L.",,,,ES,38002,,ES,38002,RA000533,,TF-36707-8,ES,ACTIVE,ISSUED,2021-10-09T08:15:12+00:00,FULLY_CORROBORATED,RA000533,TF-36707-8
548,529900W955Q1ZOXZ0J27,Erste Stock Cost Averaging EUR Alapok Alapja,,,HU-BU,HU,1138,HU-BU,HU,1138,RA999999,,,HU,ACTIVE,ISSUED,2021-10-09T08:14:22+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
549,984500AEF55A3B42A697,REINA HELLENIC PROPERTIES LTD,,,,CY,6037,,CY,6037,RA000161,,HE 388336,CY,ACTIVE,ISSUED,2021-10-09T08:05:57+00:00,FULLY_CORROBORATED,RA000161,HE 388336
550,815600F48A34A3804821,SAETA RUBIA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,,,IT-RM,IT,136,IT-RM,IT,136,RA000407,,13106711008,IT,ACTIVE,ISSUED,2021-10-09T08:05:05+00:00,FULLY_CORROBORATED,RA000407,13106711008
551,815600A9C1CED1840935,IMMOBILIARE VERDI S.R.L.,,,IT-MI,IT,20144,IT-MI,IT,20144,RA000407,,13335770155,IT,ACTIVE,ISSUED,2021-10-09T08:04:57+00:00,FULLY_CORROBORATED,RA000407,13335770155
552,815600EB2A2C15966B91,SUPERSTUDIO EVENTS S.R.L.,,,IT-MI,IT,20144,IT-MI,IT,20144,RA000407,,8703910961,IT,ACTIVE,ISSUED,2021-10-09T08:04:43+00:00,FULLY_CORROBORATED,RA000407,8703910961
553,8156009494A0049DE210,AIR KLIMA SERVICE S.R.L.,,,IT-BG,IT,24029,IT-BG,IT,24029,RA000407,,4111170165,IT,ACTIVE,ISSUED,2021-10-09T08:04:33+00:00,FULLY_CORROBORATED,RA000407,4111170165
554,529900CFKWOTJRELCZ60,BVT Concentio Energie und Infrastruktur GmbH & Co. Geschlossene Investment KG,,,DE-BY,DE,93073,DE-BY,DE,93073,RA000325,,HRA 9941,DE,ACTIVE,ISSUED,2021-10-09T08:04:13+00:00,FULLY_CORROBORATED,RA000325,HRA 9941
555,815600A2607B499B5D18,MEDIAPLAY SRL,,,IT-MI,IT,20124,IT-MI,IT,20124,RA000407,,11087730963,IT,ACTIVE,ISSUED,2021-10-09T08:03:47+00:00,FULLY_CORROBORATED,RA000407,11087730963
556,8156004835746D26D930,IMMOBILIARE GIONIC SRL,,,IT-MB,IT,20832,IT-MB,IT,20832,RA000407,,3156230967,IT,ACTIVE,ISSUED,2021-10-09T08:02:26+00:00,FULLY_CORROBORATED,RA000407,3156230967
557,815600AAB528EDD88E30,LA PONTEGGI MOBILI DI FALCONE GIOACCHINO DAVIDE S.R.L.,,,IT-PA,IT,90146,IT-PA,IT,90146,RA000407,,6471790821,IT,ACTIVE,ISSUED,2021-10-09T08:01:30+00:00,FULLY_CORROBORATED,RA000407,6471790821
558,984500F852C86D7CD994,AKSHAYA BUILDERS,,,IN-KL,IN,686673,IN-KL,IN,686673,RA000754,,32AAJFA4702C1Z7,IN,ACTIVE,ISSUED,2021-10-09T08:00:51+00:00,FULLY_CORROBORATED,RA000754,32AAJFA4702C1Z7
559,9845007DC1B777K36845,WAIN INVEST s.r.o.,,,,CZ,155 00,,CZ,155 00,RA000163,,095 72 562,CZ,ACTIVE,ISSUED,2021-10-09T07:57:40+00:00,FULLY_CORROBORATED,RA000163,095 72 562
560,3358005SVA4R8RAS3S35,DALMIA CEMENT PROVIDENT FUND,en,,IN-DL,IN,110001,IN-DL,IN,110001,RA999999,,,IN,ACTIVE,ISSUED,2021-10-09T07:56:20+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
561,529900YFVJTDO6W3HO85,Erste Megatrend Cost Averaging Alapok Alapja,,,HU-BU,HU,1138,HU-BU,HU,1138,RA999999,,,HU,ACTIVE,ISSUED,2021-10-09T07:55:56+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
562,9845006DB82A882C7E35,MELODI AS,,,,NO,4044,,NO,4044,RA000472,,912 500 683,NO,ACTIVE,ISSUED,2021-10-09T07:54:31+00:00,FULLY_CORROBORATED,RA000472,912 500 683
563,815600D166C98C85A163,MARCALEC SRL,,,IT-MI,IT,20144,IT-MI,IT,20144,RA000407,,9029120152,IT,ACTIVE,ISSUED,2021-10-09T07:53:44+00:00,FULLY_CORROBORATED,RA000407,9029120152
564,815600BB473DEC19A968,L.C. TRASPORTI S.R.L.,,,IT-MI,IT,20122,IT-MI,IT,20122,RA000407,,8463430960,IT,ACTIVE,ISSUED,2021-10-09T07:53:44+00:00,FULLY_CORROBORATED,RA000407,8463430960
565,815600B0ADADB98E0629,"""KUALA 2 SRL""",,,IT-VA,IT,21047,IT-VA,IT,21047,RA000407,,2110170962,IT,ACTIVE,ISSUED,2021-10-09T07:53:43+00:00,FULLY_CORROBORATED,RA000407,2110170962
566,815600A22D1CEB90A069,EDIL GM SRL,,,IT-MO,IT,41030,IT-MO,IT,41030,RA000407,,3568990364,IT,ACTIVE,ISSUED,2021-10-09T07:53:43+00:00,FULLY_CORROBORATED,RA000407,3568990364
567,81560028FE9E1ABBA437,MARCHESI ANGELO,,,IT-BG,IT,24043,IT-BG,IT,24043,RA000407,,MRCNGL73T03I628I,IT,ACTIVE,ISSUED,2021-10-09T07:53:42+00:00,FULLY_CORROBORATED,RA000407,MRCNGL73T03I628I
568,8156000E1BC5A82CA038,V.R.I. IMPIANTI S.R.L.,,,IT-MB,IT,20832,IT-MB,IT,20832,RA000407,,5906970966,IT,ACTIVE,ISSUED,2021-10-09T07:53:42+00:00,FULLY_CORROBORATED,RA000407,5906970966
569,8156004A61A85E311B85,AL PESCATORE S.R.L.,,,IT-RM,IT,125,IT-RM,IT,125,RA000407,,4500041001,IT,ACTIVE,ISSUED,2021-10-09T07:53:42+00:00,FULLY_CORROBORATED,RA000407,4500041001
570,8156000B2ADDE169A004,CAFFE' DELL'OROLOGIO SRL,,,IT-MO,IT,41124,IT-MO,IT,41124,RA000407,,2028790364,IT,ACTIVE,ISSUED,2021-10-09T07:53:41+00:00,FULLY_CORROBORATED,RA000407,2028790364
571,74780040R57A7R6ZCJ15,ISKRA brodogradilište 1 društvo s ograničenom odgovornošću za gradnju i popravak brodova,HR,,,HR,22000,,HR,22000,RA000156,,110085518,HR,ACTIVE,ISSUED,2021-10-09T07:53:07+00:00,FULLY_CORROBORATED,RA000156,110085518
572,815600FBBA2CD6B99808,ALISEA S.R.L.,,,IT-TO,IT,10129,IT-TO,IT,10129,RA000407,,9300650018,IT,ACTIVE,ISSUED,2021-10-09T07:51:37+00:00,FULLY_CORROBORATED,RA000407,9300650018
573,529900YOKT4PIYJCXG50,Laura Holding GmbH,,,AT-7,AT,6020,AT-7,AT,6020,RA000017,,476052b,AT,ACTIVE,ISSUED,2021-10-09T07:43:18+00:00,FULLY_CORROBORATED,RA000017,
574,984500DEWBF2C8976373,Fracht Sweden AB,,,,SE,414 63,,SE,414 63,RA000544,,556484-2333,SE,ACTIVE,ISSUED,2021-10-09T07:41:28+00:00,FULLY_CORROBORATED,RA000544,556484-2333
575,81560041E291EA589949,GIORDANO F.LLI S.R.L.,,,IT-TO,IT,10064,IT-TO,IT,10064,RA000407,,5710420018,IT,ACTIVE,ISSUED,2021-10-09T07:41:14+00:00,FULLY_CORROBORATED,RA000407,5710420018
576,984500C58852FB539A40,STEEL MECCANICA SOCIETA' A RESPONSABILITA' LIMITATA,,,IT-AN,IT,60030,IT-AN,IT,60030,RA000407,,1370530428,IT,ACTIVE,ISSUED,2021-10-09T07:37:40+00:00,FULLY_CORROBORATED,RA000407,1370530428
577,984500FD0E0FFU60D747,INDETOOLS PRIVATE LIMITED,,,,IN,603209,,IN,603209,RA000394,,U27100TN2015PTC100754,IN,ACTIVE,ISSUED,2021-10-09T07:31:06+00:00,FULLY_CORROBORATED,RA000394,U27100TN2015PTC100754
578,984500X9C57B5BA0D812,"THOMAS HANSEN HOLDING, STRANDBY ApS",,,,DK,9970,,DK,9970,RA000170,,33048629,DK,ACTIVE,ISSUED,2021-10-09T07:32:19+00:00,FULLY_CORROBORATED,RA000170,33048629
579,254900IP7FWDBI77O049,Baettr India Private Limited,,,IN-TN,IN,600032,IN-TN,IN,600032,RA000394,,U29100TN2020FTC136571,IN,ACTIVE,ISSUED,2021-10-09T07:25:41+00:00,FULLY_CORROBORATED,RA000394,U29100TN2020FTC136571
580,984500605C8V4F5TG811,NZ HOLDING ApS,,,,DK,8000,,DK,8000,RA000170,,29387184,DK,ACTIVE,ISSUED,2021-10-09T07:23:47+00:00,FULLY_CORROBORATED,RA000170,29387184
